Subject,Course Catalog Nbr,Course ID,Class Nbr,Acad Career,Acad Group,Course Descr,FCEF,GFC Hours,Acad Org,Requisite,Enroll Type,Class Assoc,Component,Class Section,Term,Session,Crse Topic ID,Topic Description,Class Notes,Instruction Mode,Class Status,Mtg Nbr,Start Date,End Date,Class Start,Class End,Duration,Meeting Pattern,Alt Week,MON,TUES,WED,THURS,FRI,SAT,SUN,Location,Facility,Room Size,Enroll Stat,Enroll Tot,Enroll Cap,Waitlist Cap,Class Assoc Req,Reserved Cap,Consent,Combined Section,Instructor Name and Role,Crse Units
CMMB,528A,150499,76838,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,10,LAB,B10,2187,PA,67,Applied Bacterial Genetics,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Harrison,Joe Jonathan(PI)",3
CMMB,528A,150499,76865,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,11,LAB,B11,2187,PA,61,Neuronal Cilia Proteomics,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Wildering,Willem Carel(AL)/Guo,Jiami(AL)",3
CMMB,528A,150499,76866,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,12,LAB,B12,2187,PA,62,Phage Resistance Mechanism,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Zimmerly,Steven J(PI)",3
CMMB,528A,150499,76867,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,13,LAB,B13,2187,PA,63,Sarcoma Immunotherapy,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Cobb,John Andrew(AL)/Monument,Michael James(AL)",3
CMMB,528A,150499,76868,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,14,LAB,B14,2187,PA,64,Parasite Metagenomics,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Harrison,Joe Jonathan(AL)/Wasmuth,James(AL)",3
CMMB,528A,150499,76869,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,15,LAB,B15,2187,PA,68,Leukosis Virus Provirus,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Ng,Kenneth Kai-Sing(AL)/van der Meer,Franciscus Johannes(AL)",3
CMMB,528A,150499,76870,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,16,LAB,B16,2187,PA,69,Antibiotic Resistance,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Harrison,Joe Jonathan(PI)",3
CMMB,528A,150499,76871,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,17,LAB,B17,2187,PA,70,Studies of Arctic Viruses,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Bautista Chavarriaga,Maria(AL)/Hubert,Casey Russell James(AL)",3
CMMB,528B,150053,15953,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,1,LAB,B01,2191,PB,52,Biology of Herpes Virus,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Storey,Douglas Gordon(AL)",3
CMMB,528B,150053,15954,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,2,LAB,B02,2191,PB,53,Stem Cell Proliferation,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Hansen,David Donald(PI)",3
CMMB,528B,150053,15955,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,3,LAB,B03,2191,PB,54,Mammary Gland Biology,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Shemanko,Carrie Simone(PI)",3
CMMB,528B,150053,15958,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,4,LAB,B04,2191,PB,56,Rad5IC-XRCC3 in ANA Repair,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Hubert,Casey Russell James(CO)/Cobb,John Andrew(AL)",3
CMMB,528B,150053,16231,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,5,LAB,B05,2191,PB,58,Molecular Ecology of Algae,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16232,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,6,LAB,B06,2191,PB,59,Chemotherapy Resistance,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16233,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,7,LAB,B07,2191,PB,60,Membrane for Brain on Chip,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16298,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,8,LAB,B08,2191,PB,65,Does DNA-PK Regulate ATM?,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16299,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,9,LAB,B09,2191,PB,66,Cancer Bio Research Design,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16300,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,10,LAB,B10,2191,PB,67,Applied Bacterial Genetics,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16310,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,11,LAB,B11,2191,PB,61,Neuronal Cilia Proteomics,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16311,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,12,LAB,B12,2191,PB,62,Phage Resistance Mechanism,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16312,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,13,LAB,B13,2191,PB,63,Sarcoma Immunotherapy,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16313,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,14,LAB,B14,2191,PB,64,Parasite Metagenomics,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16314,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,15,LAB,B15,2191,PB,68,Leukosis Virus Provirus,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16315,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,16,LAB,B16,2191,PB,69,Antibiotic Resistance,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,528B,150053,16316,UGRD,SC,Independent Studies in CMMB,F,0-8,BISI,,E,17,LAB,B17,2191,PB,70,Studies of Arctic Viruses,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
CMMB,530A,106019,76254,UGRD,SC,Honours Res Proj in CMMB,F,0-8,BISI,,E,1,LAB,B01,2187,PA,0,,,P,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,O,11,15,0,,,D,,"Cobb,John Andrew(AL)/Finney,Constance(AL)/Harrison,Joe Jonathan(AL)/Storey,Douglas Gordon(AL)/Hansen,David Donald(AL)/Buret,Andre G(AL)/Lewis,Ian Andrew(AL)/Shemanko,Carrie Simone(AL)/Childs,Sarah J(AL)/Hubert,Casey Russell James(CO)/Trang,Tuan(AL)/Yong,Voon Wee(AL)",3
CMMB,530B,106018,15949,UGRD,SC,Honours Res Proj in CMMB,F,0-8,BISI,,E,1,LAB,B01,2191,PB,0,,,P,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,O,11,15,0,,,D,,,3
CNST,333,106045,16106,UGRD,AR,ComparisonOfCdn&AmerCultures,H,3-0,HIST,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:00,12:50,50,MWF  12:00-12:50,,Y,N,Y,N,Y,N,N,MAIN,ICT 114,80,O,67,75,5,,,N,,"Anderson,Kevin Patrick(PI)",3
CNST,355,106054,16101,UGRD,AR,Canadian Cities,H,3-0,HIST,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,15:00,15:50,50,MWF  15:00-15:50,,Y,N,Y,N,Y,N,N,MAIN,ICT 121,150,O,98,100,5,,,N,,"Anderson,Kevin Patrick(PI)",3
COMS,201,106150,70399,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,N,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,13:50,110,W  12:00-13:50,,N,N,Y,N,N,N,N,MAIN,CHC 119,244,C,180,180,18,,,N,,"Thrift,Samantha Christine(PI)",3
COMS,201,106150,70400,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B01,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:00,9:50,50,F  09:00-09:50,,N,N,N,N,Y,N,N,MAIN,ST 064,40,C,30,30,3,,Y,N,,"Kjosness,Madyson Isabella(TA)",
COMS,201,106150,70401,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B02,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,ST 064,40,O,29,30,3,,Y,N,,"Kjosness,Madyson Isabella(TA)",
COMS,201,106150,70402,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B03,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:00,9:50,50,F  09:00-09:50,,N,N,N,N,Y,N,N,MAIN,ST 059,36,C,30,30,3,,Y,N,,"Riabko,Cassandra Dawn(TA)",
COMS,201,106150,70403,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B04,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,ST 059,36,C,31,30,3,,Y,N,,"Riabko,Cassandra Dawn(TA)",
COMS,201,106150,70404,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B05,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:00,9:50,50,F  09:00-09:50,,N,N,N,N,Y,N,N,MAIN,SA 235,40,C,30,30,3,,Y,N,,"Anderson,Katelyn Maureen(TA)",
COMS,201,106150,72209,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B06,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,SA 235,40,C,30,30,3,,Y,N,,"Anderson,Katelyn Maureen(TA)",
COMS,201,106150,10918,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,N,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:30,14:20,110,R  12:30-14:20,,N,N,N,Y,N,N,N,MAIN,EDC 179,200,O,174,180,18,,,N,,"Thrift,Samantha Christine(PI)",3
COMS,201,106150,10919,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B01,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,ST 059,36,C,30,30,3,,Y,N,,"Paulsen Mulvey,Alora Elizabeth(TA)",
COMS,201,106150,10981,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B02,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,11:50,50,F  11:00-11:50,,N,N,N,N,Y,N,N,MAIN,ST 059,36,O,28,30,3,,Y,N,,"Paulsen Mulvey,Alora Elizabeth(TA)",
COMS,201,106150,11009,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B03,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,SA 107,39,O,29,30,3,,Y,N,,"Riabko,Cassandra Dawn(TA)",
COMS,201,106150,11010,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B04,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,11:50,50,F  11:00-11:50,,N,N,N,N,Y,N,N,MAIN,SA 107,39,O,29,30,3,,Y,N,,"Riabko,Cassandra Dawn(TA)",
COMS,201,106150,15167,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B06,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,10:00,10:50,50,F  10:00-10:50,,N,N,N,N,Y,N,N,MAIN,SA 109,39,C,30,30,3,,Y,N,,"Johnson,Emily Catherine(TA)",
COMS,201,106150,15168,UGRD,AR,Intro to Comm & Media Studies,H,2-1,CMF,,E,1,LAB,B07,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,11:50,50,F  11:00-11:50,,N,N,N,N,Y,N,N,MAIN,SA 109,39,O,28,30,3,,Y,N,,"Johnson,Emily Catherine(TA)",
COMS,401,150062,72358,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,1,LEC,1,2187,1,54,"Race, Representation & Med",,P,A,1,06-Sep-2018,07-Dec-2018,14:00,16:45,165,M  14:00-16:45,,Y,N,N,N,N,N,N,MAIN,MS 319,50,O,43,44,5,,Y,N,,"Thrift,Samantha Christine(PI)",3
COMS,401,150062,72670,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,2,LEC,2,2187,1,52,Surveillance,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,14:45,165,W  12:00-14:45,,N,N,Y,N,N,N,N,MAIN,ST 128,52,O,40,44,5,,Y,N,,"Hogan,Mél(PI)",3
COMS,401,150062,76192,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,3,LEC,3,2187,1,57,"Media, Inspiration & Hope",,P,A,1,06-Sep-2018,07-Dec-2018,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,SA 119,50,O,41,44,5,,Y,N,,"Solomon,Monique M.(PI)",3
COMS,401,150062,11760,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,1,LEC,1,2191,1,42,Comm & Intellectual Prop,,P,A,1,10-Jan-2019,12-Apr-2019,14:00,16:45,165,T  14:00-16:45,,N,Y,N,N,N,N,N,MAIN,KNB 133,56,O,43,44,5,,Y,N,,"Hawkins,Richard William(PI)",3
COMS,401,150062,13141,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,2,LEC,2,2191,1,43,Photography: A Social Hist,,P,A,1,10-Jan-2019,12-Apr-2019,12:00,14:45,165,M  12:00-14:45,,Y,N,N,N,N,N,N,MAIN,SA 017,52,C,43,44,5,,Y,N,,"Rudd,Annie(PI)",3
COMS,401,150062,15884,UGRD,AR,Special Topics in COMS,H,3-0,CMF,,E,3,LEC,3,2191,1,58,Children's Media,,P,A,1,10-Jan-2019,12-Apr-2019,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,MS 319,50,C,44,44,5,,Y,N,,"McDermott,Brenda Eileen(PI)",3
COMS,501,150064,75878,UGRD,AR,Research in Selected Topics,H,3-0,CMF,,E,1,LEC,1,2187,1,65,The Consumption of Ambi,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Glasberg,Ronald Peter(PI)",3
COMS,501,150064,76604,UGRD,AR,Research in Selected Topics,H,3-0,CMF,,E,2,LEC,2,2187,1,68,Photography and Culture,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Rudd,Annie(PI)",3
COMS,501,150064,76731,UGRD,AR,Research in Selected Topics,H,3-0,CMF,,E,3,LEC,3,2187,1,69,Entheogens & Communication,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Glasberg,Ronald Peter(PI)",3
COMS,507,162253,16611,UGRD,AR,Experiential Learning in COMS,H,0-4,CMF,,E,1,LAB,B01,2191,1,0,,,WW,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,WEB BASED,,0,C,5,1,0,,,D,,"Smith,Tania Sona(PI)",3
COOP,501.01,106668,72234,UGRD,UCALG,Co-Op Placement In Acsc I,H,4 MONTHS,MTST,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,1,50,0,,,N,,"Scollnik,David Peter Michael(PI)",7.5
COOP,501.01,106668,11418,UGRD,UCALG,Co-Op Placement In Acsc I,H,4 MONTHS,MTST,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,50,0,,,N,,,7.5
COOP,501.02,106670,71366,UGRD,UCALG,Co-Op Placement In Acsc II,H,4 MONTHS,MTST,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,50,0,,,N,,"Scollnik,David Peter Michael(PI)",7.5
COOP,501.02,106670,11341,UGRD,UCALG,Co-Op Placement In Acsc II,H,4 MONTHS,MTST,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,1,50,0,,,N,,,7.5
COOP,501.03,106672,71436,UGRD,UCALG,Co-Op Placement In Acsc III,H,4 MONTHS,MTST,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,3,50,0,,,N,,"Scollnik,David Peter Michael(PI)",7.5
COOP,501.03,106672,11419,UGRD,UCALG,Co-Op Placement In Acsc III,H,4 MONTHS,MTST,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,50,0,,,N,,,7.5
COOP,501.04,106674,71365,UGRD,UCALG,Co-Op Placement In Acsc IV,H,4 MONTHS,MTST,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,50,0,,,N,,"Scollnik,David Peter Michael(PI)",7.5
COOP,501.04,106674,11420,UGRD,UCALG,Co-Op Placement In Acsc IV,H,4 MONTHS,MTST,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,2,50,0,,,N,,,7.5
COOP,503.01,106678,71437,UGRD,UCALG,Co-Op Placement In Appl Chem I,H,4 MONTHS,CHEM,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,7.5
COOP,503.01,106678,11421,UGRD,UCALG,Co-Op Placement In Appl Chem I,H,4 MONTHS,CHEM,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,7.5
COOP,503.02,106680,71438,UGRD,UCALG,Co-OpPlacementInApplChemII,H,4 MONTHS,CHEM,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,1,150,0,,,N,,,15
COOP,503.02,106680,11422,UGRD,UCALG,Co-OpPlacementInApplChemII,H,4 MONTHS,CHEM,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,15
COOP,503.03,106682,71439,UGRD,UCALG,Co-OpPlacementInApplChemIII,H,4 MONTHS,CHEM,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,15
COOP,503.03,106682,11423,UGRD,UCALG,Co-OpPlacementInApplChemIII,H,4 MONTHS,CHEM,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,15
COOP,503.04,106684,71440,UGRD,UCALG,Co-OpPlacementInApplChemIV,H,4 MONTHS,CHEM,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,1,150,0,,,N,,,7.5
COOP,503.04,106684,11424,UGRD,UCALG,Co-OpPlacementInApplChemIV,H,4 MONTHS,CHEM,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,150,0,,,N,,,7.5
COOP,511.01,161795,71953,UGRD,AR,Co-op Placement in Arts I,H,4 MONTHS,AR,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,8,100,0,,,N,,,7.5
COOP,511.01,161795,72225,UGRD,AR,Co-op Placement in Arts I,H,4 MONTHS,AR,,E,2,LAB,B02,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,1,0,,,N,,,7.5
COOP,511.01,161795,11881,UGRD,AR,Co-op Placement in Arts I,H,4 MONTHS,AR,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,8,100,0,,,N,,,7.5
COOP,511.02,161797,71954,UGRD,AR,Co-op Placement in Arts II,H,4 MONTHS,AR,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,15,100,0,,,N,,,7.5
COOP,511.02,161797,72226,UGRD,AR,Co-op Placement in Arts II,H,4 MONTHS,AR,,E,2,LAB,B02,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,1,0,,,N,,,7.5
COOP,511.02,161797,11882,UGRD,AR,Co-op Placement in Arts II,H,4 MONTHS,AR,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,8,100,0,,,N,,,7.5
COOP,511.03,161800,71647,UGRD,AR,Co-op Placement in Arts III,H,4 MONTHS,AR,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,6,100,0,,,N,,,7.5
COOP,511.03,161800,72227,UGRD,AR,Co-op Placement in Arts III,H,4 MONTHS,AR,,E,2,LAB,B02,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,0,1,0,,,N,,,7.5
COOP,511.03,161800,11671,UGRD,AR,Co-op Placement in Arts III,H,4 MONTHS,AR,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,15,100,0,,,N,,,7.5
COOP,511.04,161802,71955,UGRD,AR,Co-op Placement in Arts IV,H,4 MONTHS,AR,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,1,100,0,,,N,,,7.5
COOP,511.04,161802,11883,UGRD,AR,Co-op Placement in Arts IV,H,4 MONTHS,AR,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,2,100,0,,,N,,,7.5
COOP,523.01,106745,71317,UGRD,UCALG,Co-Op Placement in Business I,H,4 MONTHS,HA,,E,1,LAB,B01,2187,1,0,,,CO,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,44,150,0,,,N,,"Jamault,Tania(CO)",7.5
COOP,523.01,106745,11306,UGRD,UCALG,Co-Op Placement in Business I,H,4 MONTHS,HA,,E,1,LAB,B01,2191,1,0,,,CO,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,45,150,0,,,N,,"Jamault,Tania(CO)",7.5
