Subject,Course Catalog Nbr,Course ID,Class Nbr,Acad Career,Acad Group,Course Descr,FCEF,GFC Hours,Acad Org,Requisite,Enroll Type,Class Assoc,Component,Class Section,Term,Session,Crse Topic ID,Topic Description,Class Notes,Instruction Mode,Class Status,Mtg Nbr,Start Date,End Date,Class Start,Class End,Duration,Meeting Pattern,Alt Week,MON,TUES,WED,THURS,FRI,SAT,SUN,Location,Facility,Room Size,Enroll Stat,Enroll Tot,Enroll Cap,Waitlist Cap,Class Assoc Req,Reserved Cap,Consent,Combined Section,Instructor Name and Role,Crse Units
ACWR,201,161118,71613,UGRD,AR,Introductory Acad Writing I,H,3-1T,CMF,,E,1,LEC,1,2187,1,0,,,P,X,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,30,5,Y,,N,,,1.5
ACWR,201,161118,73458,UGRD,AR,Introductory Acad Writing I,H,3-1T,CMF,,N,1,TUT,T01,2187,1,0,,,P,X,0,,,,,0,TBA,,,,,,,,,MAIN,,0,C,0,30,5,Y,,N,,,
ACWR,203,161127,76309,UGRD,AR,Introductory Acad Writing II,H,3-1T,CMF,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,14:45,165,W  12:00-14:45,,N,N,Y,N,N,N,N,MAIN,ST 063,32,O,18,30,5,Y,,N,,"Papin,Paul(PI)",1.5
ACWR,203,161127,76310,UGRD,AR,Introductory Acad Writing II,H,3-1T,CMF,,N,1,TUT,T01,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:30,13:20,50,T  12:30-13:20,,N,Y,N,N,N,N,N,MAIN,EDC 264,30,O,18,30,5,Y,,N,,"Papin,Paul(PI)",
ACWR,203,161127,11646,UGRD,AR,Introductory Acad Writing II,H,3-1T,CMF,,E,1,LEC,1,2191,1,0,,,P,X,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,30,5,Y,,N,,,1.5
ACWR,203,161127,13278,UGRD,AR,Introductory Acad Writing II,H,3-1T,CMF,,N,1,TUT,T01,2191,1,0,,,P,X,0,,,,,0,TBA,,,,,,,,,MAIN,,0,C,0,30,5,Y,,N,,,
ACWR,303,100109,11434,UGRD,AR,Intermediate Academic Writing,H,3-0,CMF,,E,1,LEC,1,2191,1,0,,,WW,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,WEB BASED,WEB-BASED,1000,C,90,90,8,Y,,N,,"Andre,Jo-Anne Darlene(PI)",3
ACWR,303,100109,12438,UGRD,AR,Intermediate Academic Writing,H,3-0,CMF,,E,2,LEC,2,2191,1,0,,,WW,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,WEB BASED,WEB-BASED,1000,C,100,100,8,Y,,N,,"Andre,Jo-Anne Darlene(PI)",3
AFST,301,100122,70206,UGRD,AR,Intro to African Studies,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,16:45,165,R  14:00-16:45,,N,N,N,Y,N,N,N,MAIN,ST 132,85,O,75,85,6,,,N,,"Apentiik,Rowland Anyebadek(PI)",3
ALMC,202,162732,72543,UGRD,AR,Beginners Arabic I,H,4-0,LLLC,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:00,9:50,50,MWRF  09:00-09:50,,Y,N,Y,Y,Y,N,N,MAIN,CHE 118,38,O,22,34,20,,Y,D,,"Tovmasyan,Hasmik(PI)",3
ALMC,202,162732,72675,UGRD,AR,Beginners Arabic I,H,4-0,LLLC,,E,2,LEC,2,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,14:50,50,MWRF  14:00-14:50,,Y,N,Y,Y,Y,N,N,MAIN,CHC 110,35,O,33,34,20,,Y,D,,"Friedman,Rachel(PI)",3
ALMC,317,162735,72544,UGRD,AR,Muslim Civilization I,H,3-0,LLLC,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,12:15,75,TR  11:00-12:15,,N,Y,N,Y,N,N,N,MAIN,ST 139,80,O,74,75,20,,,N,,"Asatryan,Mushegh(PI)",3
ALMC,319,163541,75530,UGRD,AR,Muslim Civilization II,H,3-0,LLLC,,E,1,LEC,1,2187,1,2,Islam and Revolution,,P,A,1,06-Sep-2018,07-Dec-2018,12:30,13:45,75,TR  12:30-13:45,,N,Y,N,Y,N,N,N,MAIN,ST 139,80,O,61,75,20,,,N,,"Asatryan,Mushegh(PI)",3
ALMC,319,163541,76170,UGRD,AR,Muslim Civilization II,H,3-0,LLLC,,E,2,LEC,2,2187,1,1,Islam and Fundamentalism,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,N,,"Asatryan,Mushegh(PI)",3
ALMC,359,162763,76492,UGRD,AR,Literature of Muslim Societies,H,3-0,LLLC,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,15:15,75,TR  14:00-15:15,,N,Y,N,Y,N,N,N,MAIN,CHE 114,38,O,23,25,0,,,N,,"Mohaghegh Neyshabouri,Safaneh(PI)",3
ANTH,203,100324,70207,UGRD,AR,IntroductionSocialAnthropology,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,ENC 70,262,O,247,248,0,,Y,N,,"Hayashi,Naotaka(PI)",3
ANTH,203,100324,71046,UGRD,AR,IntroductionSocialAnthropology,H,3-0,ANAR,,E,1,LEC,2,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:30,13:45,75,TR  12:30-13:45,,N,Y,N,Y,N,N,N,MAIN,CHC 119,244,C,240,240,0,,Y,N,,"Mather,Charles Maurice(PI)",3
ANTH,203,100324,11011,UGRD,AR,IntroductionSocialAnthropology,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,ST 140,413,O,386,400,0,,Y,N,,"Holdsworth,Christopher John(PI)",3
ANTH,203,100324,11465,UGRD,AR,IntroductionSocialAnthropology,H,3-0,ANAR,,E,1,LEC,2,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:00,12:50,50,MWF  12:00-12:50,,Y,N,Y,N,Y,N,N,MAIN,MFH 162,398,C,350,350,0,,Y,N,,"Hayashi,Naotaka(PI)",3
ANTH,303,100338,71048,UGRD,AR,Business in Cultural Context,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,18:00,20:50,170,T  18:00-20:50,,N,Y,N,N,N,N,N,MAIN,ST 140,413,O,396,400,7,,,N,,"Holdsworth,Christopher John(PI)",3
ANTH,311,100344,71012,UGRD,AR,Primate Behaviour,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,12:15,75,TR  11:00-12:15,,N,Y,N,Y,N,N,N,MAIN,ENC 70,262,O,260,262,0,,,N,,"Pavelka,Mary Susan McDonald(PI)",3
ANTH,311,100344,72003,UGRD,AR,Primate Behaviour,H,3-0,ANAR,,E,1,LEC,2,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,18:00,20:50,170,R  18:00-20:50,,N,N,N,Y,N,N,N,MAIN,KNB 132,250,O,172,200,0,,,N,,"Melin,Amanda Dawn(PI)",3
ANTH,311,100344,10848,UGRD,AR,Primate Behaviour,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,14:00,15:15,75,MW  14:00-15:15,,Y,N,Y,N,N,N,N,MAIN,KNB 132,250,O,228,250,0,,,N,,"Larter,Luke Cullen(PI)",3
ANTH,311,100344,13940,UGRD,AR,Primate Behaviour,H,3-0,ANAR,,E,1,LEC,2,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,18:00,20:45,165,M  18:00-20:45,,Y,N,N,N,N,N,N,MAIN,ST 135,168,O,163,167,0,,,N,,"Saj,Tania L(PI)",3
ANTH,331,100361,71836,UGRD,AR,Sex and Gender,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,X,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,330,0,,,N,,,3
ANTH,331,100361,11644,UGRD,AR,Sex and Gender,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:00,12:50,50,MWF  12:00-12:50,,Y,N,Y,N,Y,N,N,MAIN,KNB 132,250,C,225,225,0,,,N,,"Saj,Tania L(PI)",3
ANTH,400,163891,76598,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,1,TUT,T01,2187,1,2,Microwear,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Cote,Susanne Meredith(PI)",3
ANTH,400,163891,76823,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,2,TUT,T02,2187,1,3,Fundamentalism & Modern Islam,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Peric,Sabrina(PI)",3
ANTH,400,163891,16362,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,1,TUT,T01,2191,1,4,Anthropology of Oaxaca,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
ANTH,400,163891,16487,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,2,TUT,T02,2191,1,5,Thesis Preparation,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Melin,Amanda Dawn(PI)",3
ANTH,400,163891,16574,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,3,TUT,T03,2191,1,6,Ethnic Nationalities,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Holdsworth,Christopher John(PI)",3
ANTH,400,163891,16575,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,4,TUT,T04,2191,1,7,New Religious Movements,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Holdsworth,Christopher John(PI)",3
ANTH,400,163891,16686,UGRD,AR,Independent Study,H,0-3T,ANAR,,E,5,TUT,T05,2191,1,8,Missing & Murdered Indg Women,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Holdsworth,Christopher John(PI)",3
ANTH,541,100924,16346,UGRD,AR,Field Study Social & Cult Anth,H,3-0,ANAR,,E,1,LEC,1,2191,GSP,0,,,P,A,1,02-Jan-2019,08-Jan-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,C,15,15,0,,,D,,"McCafferty,Geoffrey(PI)",3
ARHI,211,163457,13941,UGRD,AR,Writing and Art History,H,3-0,ART,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,10:00,11:15,75,WF  10:00-11:15,,N,N,Y,N,Y,N,N,MAIN,AB 658,27,O,26,27,5,,Y,N,,"Bauer,Kaarina-Nancy(PI)",3
ARHI,311,163387,13613,UGRD,AR,Topics ARHI & Visual Studies,H,3-0,ART,,E,1,LEC,1,2191,1,1,Gender and Art History,,P,X,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,O,0,40,5,,Y,N,,,3
ARHI,357,101439,74142,UGRD,AR,Baroque Art,H,3-0,ART,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:30,15:15,165,R  12:30-15:15,,N,N,N,Y,N,N,N,MAIN,AB 672,58,C,40,40,5,,,N,,"Gobin,Anuradha(PI)",3
ARHI,357,101439,75512,UGRD,AR,Baroque Art,H,3-0,ART,,E,2,LEC,2,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,16:45,165,F  14:00-16:45,,N,N,N,N,Y,N,N,MAIN,AB 672,58,C,40,40,5,,,N,,"Gobin,Anuradha(PI)",3
ARKY,201,101473,70208,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,E,1,LEC,1,2187,1,0,,A supplementary fee will be assessed to cover additional costs associated with this course.,P,A,1,06-Sep-2018,07-Dec-2018,10:00,10:50,50,MWF  10:00-10:50,,Y,N,Y,N,Y,N,N,MAIN,ES 162,167,O,148,160,0,,Y,N,,"Paris,Elizabeth Hudson(PI)",3
ARKY,201,101473,70209,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B01,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,13:50,170,M  11:00-13:50,,Y,N,N,N,N,N,N,MAIN,ES 851,25,C,20,20,0,,,N,,,
ARKY,201,101473,70210,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B02,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,13:50,170,W  11:00-13:50,,N,N,Y,N,N,N,N,MAIN,ES 851,25,O,19,20,0,,,N,,,
ARKY,201,101473,70211,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B03,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,13:50,170,F  11:00-13:50,,N,N,N,N,Y,N,N,MAIN,ES 851,25,O,19,20,0,,,N,,,
ARKY,201,101473,70212,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B04,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,16:00,18:50,170,M  16:00-18:50,,Y,N,N,N,N,N,N,MAIN,ES 851,25,O,18,20,0,,,N,,,
ARKY,201,101473,70213,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B05,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,16:00,18:50,170,W  16:00-18:50,,N,N,Y,N,N,N,N,MAIN,ES 851,25,O,17,20,0,,,N,,,
ARKY,201,101473,70214,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B06,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,16:00,18:50,170,F  16:00-18:50,,N,N,N,N,Y,N,N,MAIN,ES 851,25,O,15,20,0,,,N,,,
ARKY,201,101473,70215,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B07,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:30,12:20,170,T  09:30-12:20,,N,Y,N,N,N,N,N,MAIN,ES 851,25,C,20,20,0,,,N,,,
ARKY,201,101473,70216,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B08,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:30,12:20,170,R  09:30-12:20,,N,N,N,Y,N,N,N,MAIN,ES 851,25,C,20,20,0,,,N,,,
ARKY,201,101473,10160,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,E,1,LEC,1,2191,1,0,,A supplementary fee will be assessed to cover additional costs associated with this course.,P,A,1,10-Jan-2019,12-Apr-2019,10:00,10:50,50,MWF  10:00-10:50,,Y,N,Y,N,Y,N,N,MAIN,AD 142,113,C,100,100,0,,Y,N,,"Oetelaar,Gerald Anthony(PI)",3
ARKY,201,101473,10161,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B01,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,13:50,170,M  11:00-13:50,,Y,N,N,N,N,N,N,MAIN,ES 851,25,C,17,17,0,,,N,,,
ARKY,201,101473,10162,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B02,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,16:00,18:50,170,M  16:00-18:50,,Y,N,N,N,N,N,N,MAIN,ES 851,25,C,17,17,0,,,N,,,
ARKY,201,101473,10163,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B03,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,14:00,16:50,170,T  14:00-16:50,,N,Y,N,N,N,N,N,MAIN,ES 851,25,C,17,17,0,,,N,,,
ARKY,201,101473,16136,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B04,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,13:50,170,T  11:00-13:50,,N,Y,N,N,N,N,N,MAIN,ES 851,25,C,17,17,0,,,N,,,
ARKY,201,101473,10165,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B05,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,15:00,17:50,170,W  15:00-17:50,,N,N,Y,N,N,N,N,MAIN,ES 851,25,C,16,16,0,,,N,,,
ARKY,201,101473,10166,UGRD,AR,Introduction To Archaeology,H,3-3,ANAR,,N,1,LAB,B06,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:30,15:15,165,R  12:30-15:15,,N,N,N,Y,N,N,N,MAIN,ES 851,25,C,16,16,0,,,N,,,
ARKY,205,101475,70217,UGRD,AR,Ancient Peoples And Places,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:30,13:45,75,TR  12:30-13:45,,N,Y,N,Y,N,N,N,MAIN,ICT 122,150,O,110,113,10,,Y,N,,"McDonald,Mary Margaret Ann(PI)",3
ARKY,205,101475,15148,UGRD,AR,Ancient Peoples And Places,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,ES 162,167,C,167,167,0,,,N,,"Beaulieu,Terry Gene(PI)",3
ARKY,303,101477,75422,UGRD,AR,Archaeology Of North America,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,10:00,10:50,50,MWF  10:00-10:50,,Y,N,Y,N,Y,N,N,MAIN,EEEL 161,152,O,144,150,0,,,N,,"Beaulieu,Terry Gene(PI)",3
ARKY,325,101499,70218,UGRD,AR,Ancient Civilizations,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,9:30,10:45,75,TR  09:30-10:45,,N,Y,N,Y,N,N,N,MAIN,ENA 103,148,O,129,135,0,,,N,,"McDonald,Mary Margaret Ann(PI)",3
ARKY,325,101499,73782,UGRD,AR,Ancient Civilizations,H,3-0,ANAR,,E,1,LEC,2,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,15:30,16:45,75,TR  15:30-16:45,,N,Y,N,Y,N,N,N,MAIN,ES 822,15,O,5,15,0,,,N,,"Oetelaar,Gerald Anthony(PI)",3
ARKY,325,101499,13742,UGRD,AR,Ancient Civilizations,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,12:30,13:45,75,TR  12:30-13:45,,N,Y,N,Y,N,N,N,MAIN,ST 135,168,O,167,168,0,,,N,,"Lyons,Diane Elaine(PI)",3
ARKY,327,161369,71407,UGRD,AR,Archaeology & Popular Culture,H,3-0,ANAR,,E,1,LEC,1,2187,1,4,Tales from the Crypt,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,11:50,50,MWF  11:00-11:50,,Y,N,Y,N,Y,N,N,MAIN,ENA 201,334,O,249,250,0,,,N,,"McCafferty,Geoffrey(PI)",3
ARKY,327,161369,15149,UGRD,AR,Archaeology & Popular Culture,H,3-0,ANAR,,E,1,LEC,1,2191,1,2,Archeology and the Media,,P,A,1,10-Jan-2019,12-Apr-2019,14:00,16:45,165,R  14:00-16:45,,N,N,N,Y,N,N,N,MAIN,TI FORUM,132,O,130,132,0,,,N,,"Freeman,Andrea KL(PI)",3
ARKY,341,101505,76212,UGRD,AR,Ancient Mexico,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,14:50,50,MWF  14:00-14:50,,Y,N,Y,N,Y,N,N,MAIN,SA 109,39,O,38,39,0,,,N,,"McCafferty,Geoffrey(PI)",3
ARKY,341,101505,15150,UGRD,AR,Ancient Mexico,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,X,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,35,0,,,N,,,3
ARKY,343,101509,75425,UGRD,AR,The Ancient Maya,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,X,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,120,0,,,N,,,3
ARKY,343,101509,15903,UGRD,AR,The Ancient Maya,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,11:00,11:50,50,MWF  11:00-11:50,,Y,N,Y,N,Y,N,N,MAIN,MFH 160,160,C,159,159,0,,,N,,"Reese-Taylor,Kathryn V(PI)",3
ARKY,347,101511,16348,UGRD,AR,RgnlStudiesLatinAmericanArky,H,36 HOURS,ANAR,,E,1,LEC,1,2191,GSP,0,,,P,A,1,02-Jan-2019,08-Jan-2019,,,0,TBA,,N,N,N,N,N,N,N,OFFSITE,,0,O,14,15,0,,,D,,"McCafferty,Geoffrey(PI)",3
ARKY,353,101515,76211,UGRD,AR,Archaeology of South America,H,3-0,ANAR,,E,1,LEC,1,2187,1,0,,,P,X,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,35,0,,,N,,,3
ARKY,353,101515,15151,UGRD,AR,Archaeology of South America,H,3-0,ANAR,,E,1,LEC,1,2191,1,0,,,P,X,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,0,35,0,,,N,,,3
ARKY,531,150023,75448,UGRD,AR,Adv Topics in Archaeology,H,3-0,ANAR,,E,1,LEC,1,2187,1,93,Development of Seafaring,,P,A,1,06-Sep-2018,07-Dec-2018,14:00,16:45,165,T  14:00-16:45,,N,Y,N,N,N,N,N,MAIN,CHE 110,36,O,2,15,0,,,D,,"Callaghan,Richard Thomas(PI)",3
ARKY,531,150023,16763,UGRD,AR,Adv Topics in Archaeology,H,3-0,ANAR,,E,1,LEC,1,2191,1,6,Zooarchaeological Applications,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,,3
ARKY,533,150024,75636,UGRD,AR,Adv Topics Analytical ARKY,H,3-0,ANAR,,E,1,LEC,1,2187,1,10,Archaeology & Heritage,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,14:45,165,W  12:00-14:45,,N,N,Y,N,N,N,N,MAIN,SA 235,40,O,4,35,0,,,D,,"Walls,Matthew Daniel(PI)",3
ARKY,596A,101764,76611,UGRD,AR,Honours Thesis (BSc),F,3S-0,ANAR,,E,1,SEM,S01,2187,PA,0,,,IR,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Lyons,Diane Elaine(PI)",3
ARKY,596B,101763,16201,UGRD,AR,Honours Thesis (BSc),F,3S-0,ANAR,,E,1,SEM,S01,2191,PB,0,,,IR,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Lyons,Diane Elaine(PI)",3
ARKY,597,101765,76820,UGRD,AR,Independent Reading Course,H,3S-0,ANAR,,E,1,SEM,S01,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"McCafferty,Geoffrey(PI)",3
ARKY,597,101765,76821,UGRD,AR,Independent Reading Course,H,3S-0,ANAR,,E,2,SEM,S02,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Lyons,Diane Elaine(PI)",3
ARKY,597,101765,16339,UGRD,AR,Independent Reading Course,H,3S-0,ANAR,,E,1,SEM,S01,2191,1,0,,,P,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Freeman,Andrea KL(PI)",3
ARKY,597,101765,16659,UGRD,AR,Independent Reading Course,H,3S-0,ANAR,,E,2,SEM,S02,2191,1,0,,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Paris,Elizabeth Hudson(PI)",3
ARKY,598A,101770,76514,UGRD,AR,Honours Thesis (BA),F,3S-0,ANAR,,E,1,SEM,S01,2187,PA,0,,,IS,A,1,06-Sep-2018,07-Dec-2018,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Gerlach,S. Craig(PI)/Wilson,Warren M(PI)",3
ARKY,598B,101769,16165,UGRD,AR,Honours Thesis (BA),F,3S-0,ANAR,,E,1,SEM,S01,2191,PB,0,,,IS,A,1,10-Jan-2019,12-Apr-2019,,,0,TBA,,N,N,N,N,N,N,N,MAIN,,0,C,1,1,0,,,D,,"Wilson,Warren M(PI)",3
ARST,201,162116,72095,UGRD,UCALG,Intro to Architecture & Design,H,2-1T,EV,,E,1,LEC,1,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,12:50,50,MW  12:00-12:50,,Y,N,Y,N,N,N,N,MAIN,ICT 122,150,C,120,120,30,,,N,,"Wylant,Barry(PI)",3
ARST,201,162116,72120,UGRD,UCALG,Intro to Architecture & Design,H,2-1T,EV,,N,1,TUT,T01,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,11:50,50,F  11:00-11:50,,N,N,N,N,Y,N,N,MAIN,PF 2140,30,C,24,24,6,,,N,,"Wylant,Barry(PI)",
ARST,201,162116,72121,UGRD,UCALG,Intro to Architecture & Design,H,2-1T,EV,,N,1,TUT,T02,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,11:00,11:50,50,F  11:00-11:50,,N,N,N,N,Y,N,N,MAIN,PF 3160,64,C,24,24,6,,,N,,"Wylant,Barry(PI)",
ARST,201,162116,72122,UGRD,UCALG,Intro to Architecture & Design,H,2-1T,EV,,N,1,TUT,T03,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,12:50,50,F  12:00-12:50,,N,N,N,N,Y,N,N,MAIN,EDC 252,30,C,24,24,6,,,N,,"Wylant,Barry(PI)",
ARST,201,162116,72123,UGRD,UCALG,Intro to Architecture & Design,H,2-1T,EV,,N,1,TUT,T04,2187,1,0,,,P,A,1,06-Sep-2018,07-Dec-2018,12:00,12:50,50,F  12:00-12:50,,N,N,N,N,Y,N,N,MAIN,PF 3160,64,C,24,24,6,,,N,,"Wylant,Barry(PI)",
